day,time,value
2022-07-10,12,3.000000
2022-07-10,13,4.000000
2022-07-10,14,3.000000
2022-07-10,15,4.000000
2022-07-10,16,3.000000
2022-07-10,17,4.000000
2022-07-10,18,4.000000
2022-07-10,19,4.000000
2022-07-10,20,4.000000
2022-07-10,21,4.000000
2022-07-10,22,4.000000
2022-07-10,23,4.000000
2022-07-11,0,4.000000
2022-07-11,1,4.000000
2022-07-11,2,4.000000
2022-07-11,3,4.000000
2022-07-11,4,4.000000
2022-07-11,5,4.000000
2022-07-11,6,4.000000
2022-07-11,7,4.000000
2022-07-11,8,4.000000
2022-07-11,9,4.000000
2022-07-11,10,4.000000
2022-07-11,11,4.000000
2022-07-11,12,4.000000
2022-07-11,13,4.000000
2022-07-11,14,4.000000
2022-07-11,15,4.000000
2022-07-11,16,4.000000
2022-07-11,17,4.000000
2022-07-11,18,4.000000
2022-07-11,19,4.000000
2022-07-11,20,4.000000
2022-07-11,21,4.000000
2022-07-11,22,4.000000
2022-07-11,23,4.000000
2022-07-12,0,4.000000
2022-07-12,1,4.000000
2022-07-12,2,4.000000
2022-07-12,3,4.000000
2022-07-12,4,4.000000
2022-07-12,5,4.000000
2022-07-12,6,4.000000
2022-07-12,7,4.000000
2022-07-12,8,4.000000
2022-07-12,9,4.000000
2022-07-12,10,4.000000
2022-07-12,11,4.000000
2022-07-12,12,4.000000
2022-07-12,13,4.000000
2022-07-12,14,4.000000
2022-07-12,15,4.000000
2022-07-12,16,4.000000
2022-07-12,17,4.000000
2022-07-12,18,4.000000
2022-07-12,19,4.000000
2022-07-12,20,4.000000
2022-07-12,21,4.000000
2022-07-12,22,3.000000
2022-07-12,23,4.000000
2022-07-13,0,4.000000
2022-07-13,1,4.000000
2022-07-13,2,4.000000
2022-07-13,3,4.000000
2022-07-13,4,4.000000
2022-07-13,5,4.000000
2022-07-13,6,4.000000
2022-07-13,7,4.000000
2022-07-13,8,4.000000
2022-07-13,9,4.000000
2022-07-13,10,4.000000
2022-07-13,11,4.000000
2022-07-13,12,4.000000
2022-07-13,13,4.000000
2022-07-13,14,4.000000
2022-07-13,15,4.000000
2022-07-13,16,4.000000
2022-07-13,17,4.000000
2022-07-13,18,4.000000
2022-07-13,19,4.000000
2022-07-13,20,4.000000
2022-07-13,21,4.000000
2022-07-13,22,4.000000
2022-07-13,23,4.000000
2022-07-14,0,4.000000
2022-07-14,1,4.000000
2022-07-14,2,4.000000
2022-07-14,3,4.000000
2022-07-14,4,4.000000
2022-07-14,5,4.000000
2022-07-14,6,4.000000
2022-07-14,7,4.000000
2022-07-14,8,4.000000
2022-07-14,9,4.000000
2022-07-14,10,4.000000
2022-07-14,11,4.000000
2022-07-14,12,4.000000
2022-07-14,13,4.000000
2022-07-14,14,4.000000
2022-07-14,15,3.000000
2022-07-14,16,3.000000
2022-07-14,17,3.000000
2022-07-14,18,3.000000
2022-07-14,19,3.000000
2022-07-14,20,1.000000
2022-07-14,21,1.000000
2022-07-14,22,1.000000
2022-07-14,23,1.000000
2022-07-15,0,4.000000
2022-07-15,1,3.000000
2022-07-15,2,3.000000
2022-07-15,3,4.000000
2022-07-15,4,3.000000
2022-07-15,5,1.000000
2022-07-15,6,3.000000
2022-07-15,7,3.000000
2022-07-15,8,4.000000
2022-07-15,9,4.000000
2022-07-15,10,4.000000
2022-07-15,11,4.000000
2022-07-15,12,3.000000
2022-07-15,13,1.000000
2022-07-15,14,1.000000
2022-07-15,15,1.000000
2022-07-15,16,1.000000
2022-07-15,17,1.000000
2022-07-15,18,1.000000
2022-07-15,19,1.000000
2022-07-15,20,1.000000
2022-07-15,21,1.000000
2022-07-15,22,1.000000
2022-07-15,23,1.000000
2022-07-16,0,1.000000
2022-07-16,1,1.000000
2022-07-16,2,1.000000
2022-07-16,3,1.000000
2022-07-16,4,1.000000
2022-07-16,5,1.000000
2022-07-16,6,1.000000
2022-07-16,7,1.000000
2022-07-16,8,1.000000
2022-07-16,9,1.000000
2022-07-16,10,1.000000
2022-07-16,11,3.000000
2022-07-16,12,1.000000
2022-07-16,13,3.000000
2022-07-16,14,4.000000
2022-07-16,15,3.000000
2022-07-16,16,1.000000
2022-07-16,17,1.000000
2022-07-16,18,1.000000
2022-07-16,19,1.000000
2022-07-16,20,1.000000
2022-07-16,21,1.000000
2022-07-16,22,1.000000
2022-07-16,23,1.000000
2022-07-17,0,1.000000
2022-07-17,1,3.000000
2022-07-17,2,4.000000
2022-07-17,3,4.000000
2022-07-17,4,4.000000
2022-07-17,5,4.000000
2022-07-17,6,4.000000
2022-07-17,7,4.000000
2022-07-17,8,3.000000
2022-07-17,9,4.000000
2022-07-17,10,4.000000
2022-07-17,11,1.000000
2022-07-17,12,3.000000
2022-07-17,13,1.000000
2022-07-17,14,3.000000
2022-07-17,15,3.000000
2022-07-17,16,3.000000
2022-07-17,17,4.000000
2022-07-17,18,3.000000
2022-07-17,19,4.000000
2022-07-17,20,4.000000
2022-07-17,21,4.000000
2022-07-17,22,4.000000
2022-07-17,23,4.000000
2022-07-18,0,4.000000
2022-07-18,1,4.000000
2022-07-18,2,4.000000
2022-07-18,3,4.000000
2022-07-18,4,4.000000
2022-07-18,5,4.000000
2022-07-18,6,4.000000
2022-07-18,7,4.000000
2022-07-18,8,4.000000
2022-07-18,9,4.000000
2022-07-18,10,4.000000
2022-07-18,11,4.000000
2022-07-18,12,4.000000
2022-07-18,13,4.000000
2022-07-18,14,4.000000
2022-07-18,15,4.000000
2022-07-18,16,4.000000
2022-07-18,17,4.000000
2022-07-18,18,4.000000
2022-07-18,19,4.000000
2022-07-18,20,4.000000
2022-07-18,21,4.000000
2022-07-18,22,4.000000
2022-07-18,23,4.000000
2022-07-19,0,4.000000
2022-07-19,1,4.000000
2022-07-19,2,4.000000
2022-07-19,3,4.000000
2022-07-19,4,4.000000
2022-07-19,5,4.000000
2022-07-19,6,4.000000
2022-07-19,7,4.000000
2022-07-19,8,4.000000
2022-07-19,9,3.000000
2022-07-19,10,3.000000
2022-07-19,11,3.000000
2022-07-19,12,3.000000
2022-07-19,13,3.000000
2022-07-19,14,1.000000
2022-07-19,15,1.000000
2022-07-19,16,1.000000
2022-07-19,17,3.000000
2022-07-19,18,3.000000
2022-07-19,19,3.000000
2022-07-19,20,3.000000
2022-07-19,21,3.000000
2022-07-19,22,3.000000
2022-07-19,23,3.000000
2022-07-20,0,4.000000
2022-07-20,1,3.000000
2022-07-20,2,3.000000
2022-07-20,3,3.000000
2022-07-20,4,3.000000
2022-07-20,5,3.000000
2022-07-20,6,3.000000
2022-07-20,7,1.000000
2022-07-20,8,1.000000
2022-07-20,9,1.000000
2022-07-20,10,1.000000
2022-07-20,11,3.000000
2022-07-20,12,1.000000
2022-07-20,13,1.000000
2022-07-20,14,1.000000
2022-07-20,15,1.000000
2022-07-20,16,3.000000
2022-07-20,17,4.000000
2022-07-20,18,4.000000
2022-07-20,19,4.000000
2022-07-20,20,4.000000
2022-07-20,21,4.000000
2022-07-20,22,4.000000
2022-07-20,23,4.000000
2022-07-21,0,4.000000
2022-07-21,1,4.000000
2022-07-21,2,4.000000
2022-07-21,3,4.000000
2022-07-21,4,4.000000
2022-07-21,5,4.000000
2022-07-21,6,4.000000
2022-07-21,7,4.000000
2022-07-21,8,4.000000
2022-07-21,9,4.000000
2022-07-21,10,4.000000
2022-07-21,11,4.000000
2022-07-21,12,4.000000
2022-07-21,13,4.000000
2022-07-21,14,4.000000
2022-07-21,15,4.000000
2022-07-21,16,4.000000
2022-07-21,17,4.000000
2022-07-21,18,4.000000
2022-07-21,19,3.000000
2022-07-21,20,3.000000
2022-07-21,21,3.000000
2022-07-21,22,1.000000
2022-07-21,23,1.000000
2022-07-22,0,3.000000
2022-07-22,1,3.000000
2022-07-22,2,1.000000
2022-07-22,3,3.000000
2022-07-22,4,4.000000
2022-07-22,5,4.000000
2022-07-22,6,4.000000
2022-07-22,7,4.000000
2022-07-22,8,4.000000
2022-07-22,9,4.000000
2022-07-22,10,3.000000
2022-07-22,11,3.000000
2022-07-22,12,4.000000
2022-07-22,13,3.000000
2022-07-22,14,3.000000
2022-07-22,15,3.000000
2022-07-22,16,3.000000
2022-07-22,17,3.000000
2022-07-22,18,3.000000
2022-07-22,19,3.000000
2022-07-22,20,3.000000
2022-07-22,21,3.000000
2022-07-22,22,3.000000
2022-07-22,23,1.000000
2022-07-23,0,1.000000
2022-07-23,1,1.000000
2022-07-23,2,3.000000
2022-07-23,3,3.000000
2022-07-23,4,4.000000
2022-07-23,5,4.000000
2022-07-23,6,3.000000
2022-07-23,7,3.000000
2022-07-23,8,3.000000
2022-07-23,9,3.000000
2022-07-23,10,4.000000
2022-07-23,11,3.000000
2022-07-23,12,3.000000
2022-07-23,13,3.000000
2022-07-23,14,4.000000
2022-07-23,15,4.000000
2022-07-23,16,4.000000
2022-07-23,17,3.000000
2022-07-23,18,4.000000
2022-07-23,19,4.000000
2022-07-23,20,4.000000
2022-07-23,21,4.000000
2022-07-23,22,4.000000
2022-07-23,23,4.000000
2022-07-24,0,4.000000
2022-07-24,1,4.000000
2022-07-24,2,4.000000
2022-07-24,3,4.000000
2022-07-24,4,4.000000
2022-07-24,5,4.000000
2022-07-24,6,4.000000
2022-07-24,7,4.000000
2022-07-24,8,4.000000
2022-07-24,9,4.000000
2022-07-24,10,4.000000
2022-07-24,11,4.000000
2022-07-24,12,4.000000
2022-07-24,13,4.000000
2022-07-24,14,4.000000
2022-07-24,15,4.000000
2022-07-24,16,4.000000
2022-07-24,17,4.000000
2022-07-24,18,4.000000
2022-07-24,19,4.000000
2022-07-24,20,4.000000
2022-07-24,21,4.000000
2022-07-24,22,4.000000
2022-07-24,23,4.000000
2022-07-25,0,4.000000
2022-07-25,1,4.000000
2022-07-25,2,4.000000
2022-07-25,3,4.000000
2022-07-25,4,4.000000
2022-07-25,5,4.000000
2022-07-25,6,4.000000
2022-07-25,7,4.000000
2022-07-25,8,4.000000
2022-07-25,9,4.000000
2022-07-25,10,4.000000
2022-07-25,11,4.000000
2022-07-25,12,4.000000
2022-07-25,13,4.000000
2022-07-25,14,3.000000
2022-07-25,15,3.000000
2022-07-25,16,3.000000
2022-07-25,17,3.000000
2022-07-25,18,3.000000
2022-07-25,19,3.000000
2022-07-25,20,1.000000
2022-07-25,21,1.000000
2022-07-25,22,1.000000
2022-07-25,23,3.000000
2022-07-26,0,4.000000
2022-07-26,1,4.000000
2022-07-26,2,3.000000
2022-07-26,3,3.000000
2022-07-26,4,1.000000
2022-07-26,5,3.000000
2022-07-26,6,3.000000
2022-07-26,7,3.000000
2022-07-26,8,3.000000
2022-07-26,9,3.000000
2022-07-26,10,3.000000
2022-07-26,11,3.000000
2022-07-26,12,3.000000
2022-07-26,13,3.000000
2022-07-26,14,3.000000
2022-07-26,15,3.000000
2022-07-26,16,3.000000
2022-07-26,17,3.000000
2022-07-26,18,4.000000
2022-07-26,19,4.000000
2022-07-26,20,4.000000
2022-07-26,21,3.000000
2022-07-26,22,3.000000
2022-07-26,23,3.000000
2022-07-27,0,3.000000
2022-07-27,1,3.000000
2022-07-27,2,1.000000
2022-07-27,3,1.000000
2022-07-27,4,3.000000
2022-07-27,5,3.000000
2022-07-27,6,1.000000
2022-07-27,7,1.000000
2022-07-27,8,1.000000
2022-07-27,9,1.000000
2022-07-27,10,1.000000
2022-07-27,11,3.000000
2022-07-27,12,1.000000
2022-07-27,13,1.000000
2022-07-27,14,1.000000
2022-07-27,15,3.000000
2022-07-27,16,3.000000
2022-07-27,17,3.000000
2022-07-27,18,1.000000
2022-07-27,19,1.000000
2022-07-27,20,1.000000
2022-07-27,21,3.000000
2022-07-27,22,1.000000
2022-07-27,23,1.000000
2022-07-28,0,3.000000
2022-07-28,1,3.000000
2022-07-28,2,3.000000
2022-07-28,3,3.000000
2022-07-28,4,4.000000
2022-07-28,5,3.000000
2022-07-28,6,3.000000
2022-07-28,7,3.000000
2022-07-28,8,1.000000
2022-07-28,9,1.000000
2022-07-28,10,4.000000
2022-07-28,11,3.000000
2022-07-28,12,1.000000
2022-07-28,13,1.000000
2022-07-28,14,1.000000
2022-07-28,15,1.000000
2022-07-28,16,1.000000
2022-07-28,17,1.000000
2022-07-28,18,1.000000
2022-07-28,19,3.000000
2022-07-28,20,4.000000
2022-07-28,21,3.000000
2022-07-28,22,3.000000
2022-07-28,23,3.000000
2022-07-29,0,1.000000
2022-07-29,1,1.000000
2022-07-29,2,1.000000
2022-07-29,3,1.000000
2022-07-29,4,1.000000
2022-07-29,5,1.000000
2022-07-29,6,1.000000
2022-07-29,7,1.000000
2022-07-29,8,1.000000
2022-07-29,9,1.000000
2022-07-29,10,1.000000
2022-07-29,11,1.000000
2022-07-29,12,1.000000
2022-07-29,13,1.000000
2022-07-29,14,1.000000
2022-07-29,15,1.000000
2022-07-29,16,1.000000
2022-07-29,17,1.000000
2022-07-29,18,1.000000
2022-07-29,19,1.000000
2022-07-29,20,1.000000
2022-07-29,21,1.000000
2022-07-29,22,1.000000
2022-07-29,23,1.000000
2022-07-30,0,1.000000
2022-07-30,1,1.000000
2022-07-30,2,1.000000
2022-07-30,3,1.000000
2022-07-30,4,1.000000
2022-07-30,5,1.000000
2022-07-30,6,3.000000
2022-07-30,7,3.000000
2022-07-30,8,3.000000
2022-07-30,9,4.000000
2022-07-30,10,4.000000
2022-07-30,11,4.000000
2022-07-30,12,4.000000
2022-07-30,13,4.000000
2022-07-30,14,4.000000
2022-07-30,15,4.000000
2022-07-30,16,4.000000
2022-07-30,17,4.000000
2022-07-30,18,3.000000
2022-07-30,19,4.000000
2022-07-30,20,4.000000
2022-07-30,21,4.000000
2022-07-30,22,4.000000
2022-07-30,23,4.000000
2022-07-31,0,4.000000
2022-07-31,1,4.000000
2022-07-31,2,4.000000
2022-07-31,3,4.000000
2022-07-31,4,4.000000
2022-07-31,5,4.000000
2022-07-31,6,4.000000
2022-07-31,7,4.000000
2022-07-31,8,4.000000
2022-07-31,9,4.000000
2022-07-31,10,4.000000
2022-07-31,11,4.000000
2022-07-31,12,4.000000
2022-07-31,13,4.000000
2022-07-31,14,4.000000
2022-07-31,15,4.000000
2022-07-31,16,4.000000
2022-07-31,17,4.000000
2022-07-31,18,4.000000
2022-07-31,19,4.000000
2022-07-31,20,4.000000
2022-07-31,21,4.000000
2022-07-31,22,4.000000
2022-07-31,23,4.000000
2022-08-01,0,4.000000
2022-08-01,1,4.000000
2022-08-01,2,4.000000
2022-08-01,3,4.000000
2022-08-01,4,4.000000
2022-08-01,5,4.000000
2022-08-01,6,4.000000
2022-08-01,7,4.000000
2022-08-01,8,4.000000
2022-08-01,9,4.000000
2022-08-01,10,4.000000
2022-08-01,11,4.000000
2022-08-01,12,4.000000
2022-08-01,13,4.000000
2022-08-01,14,4.000000
2022-08-01,15,4.000000
2022-08-01,16,4.000000
2022-08-01,17,4.000000
2022-08-01,18,4.000000
2022-08-01,19,4.000000
2022-08-01,20,4.000000
2022-08-01,21,4.000000
2022-08-01,22,4.000000
2022-08-01,23,4.000000
2022-08-02,0,4.000000
2022-08-02,1,4.000000
2022-08-02,2,4.000000
2022-08-02,3,4.000000
2022-08-02,4,4.000000
2022-08-02,5,4.000000
2022-08-02,6,4.000000
2022-08-02,7,4.000000
2022-08-02,8,4.000000
2022-08-02,9,4.000000
2022-08-02,10,4.000000
2022-08-02,11,4.000000
2022-08-02,12,4.000000
2022-08-02,13,4.000000
2022-08-02,14,4.000000
2022-08-02,15,4.000000
2022-08-02,16,3.000000
2022-08-02,17,3.000000
2022-08-02,18,3.000000
2022-08-02,19,3.000000
2022-08-02,20,4.000000
2022-08-02,21,3.000000
2022-08-02,22,3.000000
2022-08-02,23,3.000000
2022-08-03,0,3.000000
2022-08-03,1,4.000000
2022-08-03,2,4.000000
2022-08-03,3,4.000000
2022-08-03,4,4.000000
2022-08-03,5,4.000000
2022-08-03,6,4.000000
2022-08-03,7,4.000000
2022-08-03,8,4.000000
2022-08-03,9,4.000000
2022-08-03,10,4.000000
2022-08-03,11,4.000000
2022-08-03,12,4.000000
2022-08-03,13,4.000000
2022-08-03,14,4.000000
2022-08-03,15,4.000000
2022-08-03,16,3.000000
2022-08-03,17,3.000000
2022-08-03,18,3.000000
2022-08-03,19,3.000000
2022-08-03,20,4.000000
2022-08-03,21,4.000000
2022-08-03,22,4.000000
2022-08-03,23,3.000000
2022-08-04,0,4.000000
2022-08-04,1,4.000000
2022-08-04,2,4.000000
2022-08-04,3,4.000000
2022-08-04,4,4.000000
2022-08-04,5,4.000000
2022-08-04,6,4.000000
2022-08-04,7,4.000000
2022-08-04,8,4.000000
2022-08-04,9,4.000000
2022-08-04,10,4.000000
2022-08-04,11,4.000000
2022-08-04,12,4.000000
2022-08-04,13,4.000000
2022-08-04,14,4.000000
2022-08-04,15,3.000000
2022-08-04,16,3.000000
2022-08-04,17,3.000000
2022-08-04,18,3.000000
2022-08-04,19,3.000000
2022-08-04,20,3.000000
2022-08-04,21,3.000000
2022-08-04,22,3.000000
2022-08-04,23,4.000000
2022-08-05,0,4.000000
2022-08-05,1,4.000000
2022-08-05,2,4.000000
2022-08-05,3,4.000000
2022-08-05,4,4.000000
2022-08-05,5,4.000000
2022-08-05,6,4.000000
2022-08-05,7,4.000000
2022-08-05,8,4.000000
2022-08-05,9,4.000000
2022-08-05,10,4.000000
2022-08-05,11,4.000000
2022-08-05,12,4.000000
2022-08-05,13,4.000000
2022-08-05,14,3.000000
2022-08-05,15,4.000000
2022-08-05,16,4.000000
2022-08-05,17,4.000000
2022-08-05,18,4.000000
2022-08-05,19,4.000000
2022-08-05,20,4.000000
2022-08-05,21,4.000000
2022-08-05,22,4.000000
2022-08-05,23,4.000000
2022-08-06,0,4.000000
2022-08-06,1,4.000000
2022-08-06,2,4.000000
2022-08-06,3,4.000000
2022-08-06,4,4.000000
2022-08-06,5,4.000000
2022-08-06,6,4.000000
2022-08-06,7,4.000000
2022-08-06,8,4.000000
2022-08-06,9,4.000000
2022-08-06,10,4.000000
2022-08-06,11,4.000000
2022-08-06,12,3.000000
2022-08-06,13,4.000000
2022-08-06,14,4.000000
2022-08-06,15,3.000000
2022-08-06,16,3.000000
2022-08-06,17,3.000000
2022-08-06,18,3.000000
2022-08-06,19,3.000000
2022-08-06,20,3.000000
2022-08-06,21,1.000000
2022-08-06,22,3.000000
2022-08-06,23,3.000000
2022-08-07,0,1.000000
2022-08-07,1,3.000000
2022-08-07,2,3.000000
2022-08-07,3,3.000000
2022-08-07,4,3.000000
2022-08-07,5,3.000000
2022-08-07,6,3.000000
2022-08-07,7,3.000000
2022-08-07,8,3.000000
2022-08-07,9,3.000000
2022-08-07,10,4.000000
2022-08-07,11,3.000000
2022-08-07,12,3.000000
2022-08-07,13,3.000000
2022-08-07,14,3.000000
2022-08-07,15,3.000000
2022-08-07,16,3.000000
2022-08-07,17,3.000000
2022-08-07,18,3.000000
2022-08-07,19,3.000000
2022-08-07,20,3.000000
2022-08-07,21,4.000000
2022-08-07,22,3.000000
2022-08-07,23,3.000000
2022-08-08,0,4.000000
2022-08-08,1,3.000000
2022-08-08,2,3.000000
2022-08-08,3,3.000000
2022-08-08,4,4.000000
2022-08-08,5,3.000000
2022-08-08,6,3.000000
2022-08-08,7,4.000000
2022-08-08,8,4.000000
2022-08-08,9,4.000000
2022-08-08,10,3.000000
2022-08-08,11,4.000000
2022-08-08,12,4.000000
2022-08-08,13,4.000000
2022-08-08,14,4.000000
2022-08-08,15,4.000000
2022-08-08,16,4.000000
2022-08-08,17,4.000000
2022-08-08,18,4.000000
2022-08-08,19,4.000000
2022-08-08,20,4.000000
2022-08-08,21,4.000000
2022-08-08,22,4.000000
2022-08-08,23,4.000000
2022-08-09,0,3.000000
2022-08-09,1,4.000000
2022-08-09,2,3.000000
2022-08-09,3,4.000000
2022-08-09,4,4.000000
2022-08-09,5,4.000000
2022-08-09,6,4.000000
2022-08-09,7,4.000000
2022-08-09,8,4.000000
2022-08-09,9,4.000000
2022-08-09,10,4.000000
2022-08-09,11,4.000000
2022-08-09,12,4.000000
2022-08-09,13,3.000000
2022-08-09,14,3.000000
2022-08-09,15,3.000000
2022-08-09,16,3.000000
2022-08-09,17,3.000000
2022-08-09,18,4.000000
2022-08-09,19,4.000000
2022-08-09,20,4.000000
2022-08-09,21,4.000000
2022-08-09,22,4.000000
2022-08-09,23,4.000000
2022-08-10,0,4.000000
2022-08-10,1,4.000000
2022-08-10,2,4.000000
2022-08-10,3,4.000000
2022-08-10,4,4.000000
2022-08-10,5,4.000000
2022-08-10,6,4.000000
2022-08-10,7,4.000000
2022-08-10,8,4.000000
2022-08-10,9,4.000000
2022-08-10,10,4.000000
2022-08-10,11,4.000000
2022-08-10,12,4.000000
2022-08-10,13,4.000000
2022-08-10,14,4.000000
2022-08-10,15,4.000000
2022-08-10,16,4.000000
2022-08-10,17,4.000000
2022-08-10,18,4.000000
2022-08-10,19,4.000000
2022-08-10,20,4.000000
2022-08-10,21,4.000000
2022-08-10,22,4.000000
2022-08-10,23,4.000000
2022-08-11,0,4.000000
2022-08-11,1,4.000000
2022-08-11,2,4.000000
2022-08-11,3,4.000000
2022-08-11,4,4.000000
2022-08-11,5,4.000000
2022-08-11,6,4.000000
2022-08-11,7,4.000000
2022-08-11,8,4.000000
2022-08-11,9,4.000000
2022-08-11,10,4.000000
2022-08-11,11,4.000000
2022-08-11,12,4.000000
2022-08-11,13,4.000000
2022-08-11,14,4.000000
